Abstract_ID,Title,Year,Journal,Keywords.author,Abstract,Review,Eco.Quantify,Abiotic,Human,Include?
834,Quantifying network resilience: comparison before and after a major perturbation shows strengths and limitations of network metrics,2016,JOURNAL OF APPLIED ECOLOGY,collapse; disturbance; influenza; network analysis; ostrich; production system; resilience; adaptation; South Africa,"1. The resilience literature often assumes that social-ecological reorganization will result in either the removal of deficient system elements (components, interactions) or social learning. Major perturbations are expected to lead to either adaptation or, if accompanied by a regime shift, transformation. This has led to a conflation of the concepts of resilience and adaptation, which has in turn made it difficult to quantitatively distinguish between cases in which a system returned to a previous state, and adaptation or learning occurred, and cases in which the system was resilient but adaptation or learning did not occur. 2. We used a network analysis of nine years of ostrich movement data to explore the socialecological resilience of the Western Cape ostrich industry, which nearly collapsed following an outbreak of highly pathogenic avian influenza in 2011 and has gradually rebuilt. 3. The system that emerged following the outbreak contained fewer farms but was more connected than at any period prior to the outbreak. As system reorganization proceeded, network traits began to fluctuate seasonally and to approach values similar to those observed prior to the outbreak. It was estimated that it would take 4-5 full seasonal cycles for the system to return to a similar state to that prior to the disease outbreak. In other words, although the system reorganized following the system collapse, it remained within the same regime and showed no obvious evidence of adaptation or learning. 4. Policy implications. The majority of previous work on studying system response to disturbance has focused on outcome-based adaptation and learning. This study highlights the need to understand systems that respond to disturbance without learning or adaptation. Network analysis offers a useful quantitative tool for exploring social-ecological resilience and tracking changes in vulnerability. However, the development of better ways of incorporating additional data from multiple scales into network analysis remains an important priority for improving the predictive power and policy relevance of network approaches to analysing resilience.",NO,YES,NO,NO,yes
538,A nucleation framework for transition between alternate states: short-circuiting barriers to ecosystem recovery,2020,ECOLOGY,alternative stable states; critical patch size; critical radius; hysteresis; nucleation; plant-soil feedbacks; positive feedbacks; spatial dynamics,"The theory of alternate stable states provides an explanation for rapid ecosystem degradation, yielding important implications for ecosystem conservation and restoration. However, utilizing this theory to initiate transitions from degraded to desired ecosystem states remains a significant challenge. Applications of the alternative stable states framework may currently be impeded by a mismatch between local-scale driving processes and landscape-scale emergent system transitions. We show how nucleation theory provides an elegant bridge between local-scale positive feedback mechanisms and landscape-scale transitions between alternate stable ecosystem states. Geometrical principles can be used to derive a critical patch radius: a spatially explicit, local description of an unstable equilibrium point. This insight can be used to derive an optimal patch size that minimizes the cost of restoration, and to provide a framework to measure the resilience of desired ecosystem states to the synergistic effects of disturbance and environmental change.",NO,YES,NO,NO,yes
877,Spatial heterogeneity of ecosystem health and its sensitivity to pressure in the waters of nearshore archipelago,2016,ECOLOGICAL INDICATORS,Maintenance; Resilience; Habitat fragmentation; Island mass effects; Anthropogenic perturbation; Bohai Sea,"The ecosystem-based management of nearshore waters requires synthesis of spatial data on the distribution of ecological conditions and intensity of anthropogenic perturbations, and the overlay of their effects on the ecosystem health. An assessment framework for ecosystem health incorporating 4 components namely vigor, organization, resilience and maintenance was proposed in this paper, based on which an analytical approach was developed to quantify the integrated effects of island mass and anthropogenic pressures on the waters of nearshore archipelago. The southern waters of Miaodao Archipelago, which are located in the intersection of the Bohai Sea and the Yellow Sea, China, were taken as a typical example to acquire the spatial heterogeneity of the ecosystem health and its sensitivity to multiple anthropogenic pressures. Results indicated that there was a relatively significant performance of the spatial heterogeneity for the ecosystem health. It presented that the interisland waters were poorer health than the external waters, and the waters adjacent to the continent functioned less well than those in a relatively open area. This phenomenon was primarily determined by the performance of vigor as well as resilience of ecosystem. For the 4 components of ecosystem health, there were an obvious spatial heterogeneity of vigor as well as the resilience, a seasonal succession of organization, and a spatiotemporal uniformity of maintenance. Moreover, the ecosystem health was more sensitive to the stressors of inland activities and coastline exploitation especially in the waters of Miaodao Bay and Changdao Port. The analytical process and resulting maps provide flexible tools for regional efforts to implement ecosystem-based management in the waters of archipelago and further nearshore waters so as to promote their sustainable development. (c) 2015 Elsevier Ltd. All rights reserved.",NO,YES,NO,NO,yes
1430,Overabundant deer and invasive plants drive widespread regeneration debt in eastern United States national parks,2023,ECOLOGICAL APPLICATIONS,forest management; long-term trends; National Park Service Inventory and Monitoring; regeneration debt; regeneration failure; tree regeneration,"Advanced regeneration, in the form of tree seedlings and saplings, is critical for ensuring the long-term viability and resilience of forest ecosystems in the eastern United States. Lack of regeneration and/or compositional mismatch between regeneration and canopy layers, called regeneration debt, can lead to shifts in forest composition, structure, and, in extreme cases, forest loss. In this study, we examined status and trends in regeneration across 39 national parks from Virginia to Maine, spanning 12 years to apply the regeneration debt concept. We further refined the concept by adding new metrics and classifying results into easily interpreted categories adapted from the literature: imminent failure, probable failure, insecure, and secure. We then used model selection to determine the potential drivers most influencing patterns of regeneration debt. Status and trends indicated widespread regeneration debt in eastern national parks, with 27 of 39 parks classified as imminent or probable failure. Deer browse impact was consistently the strongest predictor of regeneration abundance. The most pervasive component of regeneration debt observed across parks was a sapling bottleneck, characterized by critically low sapling density of native canopy species and significant declines in native canopy sapling basal area or density for most parks. Regeneration mismatches also threaten forest resilience in many parks, where native canopy seedlings and saplings were outnumbered by native subcanopy species, particularly species that are less palatable deer browse. The devastating impact of emerald ash borer eliminating ash as a native canopy tree also drove regeneration mismatches in many parks that contain abundant ash regeneration, demonstrating the vulnerability of forests that lack diverse understories to invasive pests and pathogens. These findings underscore the critical importance of an integrated forest management approach that promotes an abundant and diverse regeneration layer. In most cases, this can only be achieved through long-term (i.e., multidecadal) management of white-tailed deer and invasive plants. Small-scale disturbances that increase structural complexity may also promote regeneration where stress from deer and invasive plants is minimal. Without immediate and sustained management intervention, the forest loss we are already observing may become a widespread pattern in eastern national parks and the broader region.",NO,YES,NO,NO,yes
176,Exotic success following disturbance explained by weak native resilience and ruderal exotic bias,2023,JOURNAL OF ECOLOGY,biogeography; community assembly; context dependence; disturbance; ecological resilience; introduction filters; invasibility; invasion; propagule pressure; species pools,"1. Disturbance is a primary driver of exotic plant invasions, but why disturbance commonly favours exotics over natives is unresolved.2. To address this question, we conducted the first biogeographic study of disturbance across multiple plant species. We experimentally disturbed grasslands and added seeds of 34 plant species to plots in their native range and in two introduced ranges that differed in invasibility (susceptibility to invasion) to evaluate recruitment while examining potential influences of resource availability, native community recovery from disturbance (resilience) and life-history traits in local species pools.3. Species pools in the native (donor) range were more strongly skewed towards ruderal taxa than species pools in the introduced ranges. This bias in the donor pool was exacerbated by introduction filters that further selected for ruderal traits, strongly skewing exotic species pools in the introduced ranges towards ruderals. Sown species, which reflected these trait patterns, benefited from disturbance universally, but their disturbance response was 10-fold greater in the more invasible introduced range. This result was not explained by nutrient availability, which responded similar to disturbance across ranges. Nor was it driven by background propagule pressure, which was minimal. Rather, the exaggerated disturbance effect in the more invasible introduced range appeared to be driven by weak recovery of the native plant community that allowed ruderal-biased exotics to proliferate.4. Overall, disturbance appeared to favoured exotics because they were much more likely than natives to be ruderal. However, this trait bias only corresponded with an invader advantage in the more invasible range where weak community resilience was linked to slow-growing, stress-tolerant natives that failed to rapidly recover space and resources. In contrast, in the less invasible introduced range, highly competitive native perennials quickly filled the disturbance gap, demonstrating high community resilience that appeared to limit invader recruitment.5. Synthesis: Biogeographic influences on local species pools can facilitate invader success following disturbance, but final invasion outcomes are conditioned by native community resilience.",NO,YES,NO,NO,yes
2002,Hydrologic regime and herbivory stabilize an alternative state in yellowstone national park,2007,ECOLOGICAL APPLICATIONS,canis lupus; castor canadensis; Cervus elaphus; dendrochronology; ecological threshold; ecosystem engineer; fluvial geomorphology; hysteresis; resilience; restoration; Salix; trophic cascade,"A decline in the stature and abundance of willows during the 20th century occurred throughout the northern range of Yellowstone National Park, where riparian woody-plant communities are key components in multiple-trophic-level interactions. The potential causes of willow decline include climate change, increased elk browsing coincident with the loss of an, apex predator, the gray wolf, and an absence of habitat engineering by beavers. The goal of this study was to determine the spatial and temporal patterns of willow establishment through the 20th century and to identify causal processes. Sampled willows established from 1917 to 1999 and contained far fewer young individuals than was predicted from a modeled stable willow population, indicating reduced establishment during recent decades. Two hydrologically distinct willow establishment environments were identified: fine-grained beaver pond sediments and coarse-grained alluvium. Willows established on beaver pond sediment earlier in time, higher on floodplain surfaces, and farther from the current stream channel than did willows on alluvial sediment. Significant linear declines from the 1940s to the 1990s in alluvial willow establishment elevation and lateral distance from the stream channel resulted in a much reduced area of alluvial willow establishment. Willow establishment was not well correlated with climate-driven hydrologic variables, but the trends were consistent with the effects of stream channel incision initiated in ca. 1950, 20-30 years after beaver dam abandonment. Radiocarbon dates and floodplain stratigraphy indicate that stream incision of the present magnitude may be unprecedented in the past two millennia. We propose that hydrologic changes, stemming from competitive exclusion of beaver by elk overbrowsing, caused the landscape to transition from a historical beaver-pond and willow-mosaic state to its current alternative stable state where active beaver dams and many willow stands are absent. Because of hydrologic changes in streams, a rapid return to the historical state may not occur by reduction of elk browsing alone. Management intervention to restore the historical hydrologic regime may be necessary to recover willows and beavers across the landscape.",NO,YES,NO,NO,yes
1073,"Diversity enhances community recovery, but not resistance, after drought",2010,JOURNAL OF ECOLOGY,biodiversity; drought; ecosystem functioning; insurance hypothesis; resilience; stability,"P>1. There is growing concern that the current loss of biodiversity may negatively affect ecosystem functioning and stability. Although it has been shown that species loss may reduce biomass production and increase temporal variability, experimental evidence that species loss affects ecosystem resistance and resilience after perturbation is limited. 2. Here, we use the response of experimental plant communities - which differ in diversity - to a natural drought to disentangle the effects of diversity and biomass on resistance, recovery and resilience. 3. Resistance to drought decreased with diversity, but this pattern was highly dependent upon pre-drought biomass. When corrected for biomass, no relationship between diversity and resistance was observed: at each level of diversity, biomass production was reduced by approximately 30%. 4. In contrast, recovery (change in biomass production after drought) increased with diversity and was independent of biomass. Resilience (measured as the ratio of post- to pre-drought biomass) was similar at each level of diversity. 5. Synthesis. On the one hand, our results confirm earlier findings that a positive relationship between diversity and resistance is mainly driven by pre-perturbation performance rather than by diversity. However, the results also show that recovery after drought strongly increased with diversity, independent of performance. We conclude that it is this diversity-dependent recovery which allowed diverse, productive communities to reach the same level of resilience as less diverse (and productive) communities. This finding provides strong experimental evidence for the insurance hypothesis.",NO,YES,NO,NO,yes
756,Mutualistic interactions amplify saltmarsh restoration success,2018,JOURNAL OF APPLIED ECOLOGY,coastal ecosystems; cordgrass; facilitation; foundation species; Geukensia demissa; mussels; positive interactions; resilience; saltmarsh; Spartina alterniflora,"1. Mounting evidence shows that the functioning and stability of coastal ecosystems often depends critically on habitat-forming foundation species such as seagrasses, mangroves and saltmarsh grasses that engage in facultative mutualistic interactions. However, although restoration science is now gradually expanding its long-standing paradigm of minimizing competition to including intraspecific, or within species, facilitation in its designs, the potential of harnessing mutualistic interactions between species for restoration purposes remains uninvestigated. 2. Here, we experimentally tested whether a previously documented mutualism between marsh-forming Spartina alterniflora (cordgrass) and Geukensia demissa (mussels) can increase restoration success in degraded US saltmarshes. 3. We found that co-transplanted mussels locally increased nutrients and reduced sulphide stress, thereby increasing cordgrass growth and clonal expansion by 50%. We then removed above-ground vegetation and mussels to simulate a disturbance event and discovered that cordgrass co-transplanted with mussels experienced three times greater survival than control transplants. 4. Synthesis and applications. Our findings indicate that mussels amplify cordgrass re-colonization and resilience over spatial and temporal scales that exceed those of their actual mutualistic interaction. By experimentally demonstrating that mutualistic partners can enable foundation species to overcome stress barriers to establish and persist, we highlight that coastal restoration needs to evolve beyond the sole inclusion of intraspecific-positive interactions. In particular, we suggest that integrating mutualisms in restoration designs may powerfully enhance long-term restoration success and ecosystem resilience in the many coastal ecosystems where mutualisms involving foundation species are important ecosystem-structuring interactions.",NO,YES,NO,NO,yes
343,A deep-understanding framework and assessment indicator system for climate-resilient agriculture,2022,ECOLOGICAL INDICATORS,Climate change; Climate-resilient agriculture; Deep-understanding framework; Agricultural adaptability; Agricultural sustainable development,"Climate change threatens agricultural production and leads to an increasing contradiction between food supply and needs. Greenhouse gas (GHG) emissions from agricultural activities will exacerbate climate change in the future. Solving food security has become a major challenge around the world. The development of climate resilient agriculture (CRA) is critical to address or slow climate change and is also helpful to improve agricultural quality and efficiency. Based on a review of previous studies and a deep understanding of CRA goals, this paper introduced a comprehensive assessment framework to evaluate CRA. This assessment framework combined four dimensions, i.e., agricultural productivity, farmer income, climate adaptability, and the green development level, and has 71 evaluation indicators. The highlights of this framework are to analyze the impacts of climate change on agricultural development and to stress the synergy of mitigation and adaptation strategies. All indicators represent various factors related to the development of CRA and have been used in previous studies. Therefore, the comprehensive assessment framework can be used as an evaluation tool for analyzing the changes in agroecosystem resilience under climate change, which is also helpful to implement scientific management to ensure sustainable agricultural development and food security.",YES,NO,NO,NO,no
2083,UV-B radiation interacts with temperature to determine animal performance,2016,FUNCTIONAL ECOLOGY,acclimation; antioxidants; developmental plasticity; locomotion; metabolism; reactive oxygen species,"The interaction between UV-B and temperature can modify the effects of climate variability on animal function because UV-B and increasing temperatures may increase reactive oxygen species (ROS) production and thereby impair animal performance. However, antioxidant enzyme activities are also increased at higher temperatures, which could counteract negative effects of increased ROS. Conversely, UV-B exposure at lower temperature can exacerbate the effects of ROS because of lower antioxidant enzyme activities. Phenotypes can be plastic to compensate for potentially negative environmental effects. Plasticity may be induced by conditions experienced during pre- or early post-zygotic development, and it may occur reversibly within adult organisms (acclimation). Developmental plasticity and acclimation may interact to determine phenotypes in variable environments. Here, we tested the hypothesis that increased antioxidant enzyme activities are insufficient to alleviate the interactive effects of UV-B and increased temperature on mosquitofish (Gambusia holbrooki). Additionally, we tested whether developmental conditions influenced the capacity for acclimation to UV-B and temperature so that cohorts born in summer at high UV-B and temperature conditions are better able to compensate for ROS damage compared to cohorts born in winter. We exposed mosquitofish to UV-B and control (no-UV-B) at different acclimation temperatures (18, 28 and 32 degrees C), and measured responses acutely at 18, 28 and 32 degrees C in a fully factorial design. In fish born in summer, UV-B had significant negative effects on swimming performance and resting metabolic rate at both low (18 degrees C) and high (32 degrees C) acclimation temperatures, which were accompanied by higher ROS-induced damage. At their average temperature experienced naturally (28 degrees C), fish born in summer were not affected by UV-B and showed lower damage and higher antioxidant enzyme activities compared to the other acclimation temperatures. In contrast, swimming performance of winter-caught fish was negatively affected by UV-B at all acclimation temperatures, which was paralleled by higher ROS-induced damage and antioxidant enzyme activities that did not acclimate. However, metabolic scope was not reduced by UV-B or temperature in any of the cohorts. Our results showed that developmental conditions modify the capacity for acclimation later in life, and that the interaction between developmental and acclimation conditions can increase the resilience of animals to environmental variability. These results have important implications for understanding the evolution of acclimation, and for predictions of how climate change affects animal performance.",NO,NO,NO,NO,no
1296,Monitoring resistance and resilience using carbon trajectories: Analysis of forest management-disturbance interactions,2022,ECOLOGICAL APPLICATIONS,ecosystem function; forest carbon; forest disturbance; forest management; spruce beetle,"A changing climate is altering ecosystem carbon dynamics with consequences for natural systems and human economies, but there are few tools available for land managers to meaningfully incorporate carbon trajectories into planning efforts. To address uncertainties wrought by rapidly changing conditions, many practitioners adopt resistance and resilience as ecosystem management goals, but these concepts have proven difficult to monitor across landscapes. Here, we address the growing need to understand and plan for ecosystem carbon with concepts of resistance and resilience. Using time series of carbon fixation (n = 103), we evaluate forest management treatments and their relative impacts on resistance and resilience in the context of an expansive and severe natural disturbance. Using subalpine spruce-fir forest with a known management history as a study system, we match metrics of ecosystem productivity (net primary production, g C m(-2) year(-1)) with site-level forest structural measurements to evaluate (1) whether past management efforts impacted forest resistance and resilience during a spruce beetle (Dendroctonus rufipennis) outbreak, and (2) how forest structure and physiography contribute to anomalies in carbon trajectories. Our analyses have several important implications. First, we show that the framework we applied was robust for detecting forest treatment impacts on carbon trajectories, closely tracked changes in site-level biomass, and was supported by multiple evaluation methods converging on similar management effects on resistance and resilience. Second, we found that stand species composition, site productivity, and elevation predicted resistance, but resilience was only related to elevation and aspect. Our analyses demonstrate application of a practical approach for comparing forest treatments and isolating specific site and physiographic factors associated with resistance and resilience to biotic disturbance in a forest system, which can be used by managers to monitor and plan for both outcomes. More broadly, the approach we take here can be applied to many scenarios, which can facilitate integrated management and monitoring efforts.",NO,YES,NO,NO,yes
1583,Earth greening and climate change reshaping the patterns of terrestrial water sinks and sources,2025,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,vegetation greening; sink and source; hydrological resilience; trade-off effects; water resources,"While vegetation brings positive benefits for climate mitigation and adaptation, the impact of ongoing global greening remains controversial due to its uncertain effects on hydrological cycle. Here, we quantitatively assess the impact of vegetation dynamics on global water availability by proposing a comprehensive framework to quantify the terrestrial water sink and source scores associated with vegetation dynamics. These scores serve as indicators of whether large alterations in water resources have occurred in the lands due to either the greening or degradation of surface vegetation. We use multisource datasets from climate model projections, remote sensing, and local measurements to examine the impact of vegetation dynamics on water availability over the periods of 1982 to 2019 and 2015 to 2100. During historical observation periods, regions such as India and northern China experienced large depletion of water resources as a result of vegetation greening, leading to water scarcity. In the future, a shift is projected for India and northern China, transforming them into regions capable of meeting water demands arising from vegetation greening. This transition is largely attributed to wetting and warming climates. It indicates that trade-off effects between climate and underlying vegetation dynamics may result in strengthening regional hydrological resilience and ensuring the stable status of local water resources. Furthermore, tropical rainforests (except for the Amazon Rainforest) are experiencing greening with minimal impact on local water resources consistently. These insights are valuable for globally identifying optimal locations to implement ecological restoration, facilitating the balance of sustainable water resources and",NO,NO,YES,NO,no
2047,The genome of the vining fern Lygodium microphyllum highlights genomic and functional differences between life phases of an invasive plant,2025,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,alternation of generations; fern; genome; epigenomics; invasive,"Functional and genomic studies on the differences between the gametophyte and sporophyte life phases of plants remain scarce, yet unraveling these dynamics is crucial to understanding the biology of plants and the success of each phase under different conditions. Here, we provide a reference genome for the highly invasive fern Lygodium microphyllum and compare the transcriptomic and epigenomic landscapes of its gametophyte and sporophyte life phases. Under ambient conditions, we found differential regulation and splicing of developmental genes (homeobox and MADS-box clades) may play a role in the genomic determination of the haploid and diploid life stages. We generated a base pair-resolution methylome of a fern gametophyte, and determined that methylation patterns are remarkably similar between vegetative tissues despite their morphological and functional differences. We further explored the physiological and transcriptomic responses of gametophytes and sporophytes to freezing stress, the most likely abiotic factor limiting further range expansion of this invasive species. While controlled by the same genome, we show that life phases and tissues use alternative molecular pathways in response to freezing and greater physiological resilience in the gametophyte life stage to this stressor. Our results underscore the need to incorporate both life phases when developing effective mitigation strategies, as differential responses to environmental stressors between phases reveal opportunities for management approaches (e.g., targeting gametophytes in addition to sporophytes). These genomic resources fill a gap in our understanding of fundamental plant biology and inform invasive species research.",NO,NO,NO,NO,no
1204,Resilience in reef-building corals: The ecological and evolutionary importance of the host response to thermal stress,2020,Molecular Ecology,adaptation; climate change; cnidarians; phenotypic plasticity,"Coral reefs are under extreme threat due to a number of stressors, but temperature increases due to changing climate are the most severe. Rising ocean temperatures coupled with local extremes lead to extensive bleaching, where the coral-algal symbiosis breaks down and corals may die, compromising the structure and function of reefs. Although the symbiotic nature of the coral colony has historically been a focus of research on coral resilience, the host itself is a foundational component in the response to thermal stress. Fixed effects in the coral host set trait baselines through evolutionary processes, acting on many loci of small effect to create mosaics of thermal tolerance across latitudes and individual coral reefs. These genomic differences can be strongly heritable, producing wide variation among clones of different genotypes or families of a specific larval cross. Phenotypic plasticity is overlaid on these baselines and a growing body of knowledge demonstrates the potential for acclimatization of reef-building corals through a variety of mechanisms that promote resilience and stress tolerance. The long-term persistence of coral reefs will require many of these mechanisms to adjust to warmer temperatures within a generation, bridging the gap to reproductive events that allow recombination of standing diversity and adaptive change. Business-as-usual climate scenarios will probably lead to the loss of some coral populations or species in the future, so the interaction between intragenerational effects and evolutionary pressure is critical for the survival of reefs. © 2019 John Wiley & Sons Ltd",YES,NO,NO,NO,no
1970,Biosynthesis of mycobacterial methylmannose polysaccharides requires a unique 1-O-methyltransferase specific for 3-O-methylated mannosides,2019,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Mycobacterium; polymethylated polysaccharides; sugar methyltransferase; S-adenosyl-L-methionine; 3D structure,"Mycobacteria are a wide group of organisms that includes strict pathogens, such as Mycobacterium tuberculosis, as well as environmental species known as nontuberculous mycobacteria (NTM), some of which-namely Mycobacterium avium-are important opportunistic pathogens. In addition to a distinctive cell envelope mediating critical interactions with the host immune system and largely responsible for their formidable resistance to antimicrobials, mycobacteria synthesize rare intracellular polymethylated polysaccharides implicated in the modulation of fatty acidmetabolism, thus critical players in cell envelope assembly. These are the 6-O-methylglucose lipopolysaccharides (MGLP) ubiquitously detected across the Mycobacterium genus, and the 3-O-methylmannose polysaccharides (MMP) identified only in NTM. The polymethylated nature of these polysaccharides renders the intervening methyltransferases essential for their optimal function. Although the knowledge of MGLP biogenesis is greater than that of MMP biosynthesis, the methyltransferases of both pathways remain uncharacterized. Here, we report the identification and characterization of a unique S-adenosyl-L-methionine-dependent sugar 1-O-methyltransferase (MeT1) from Mycobacterium hassiacum that specifically blocks the 1-OH position of 3,3'-di-O-methyl-4a-mannobiose, a probable early precursor ofMMP, whichwe chemically synthesized. The highresolution 3D structure of MeT1 in complex with its exhausted cofactor, S-adenosyl-L-homocysteine, together with mutagenesis studies and molecular docking simulations, unveiled the enzyme's reaction mechanism. The functional and structural properties of this unique sugar methyltransferase further our knowledge of MMP biosynthesis and provide important tools to dissect the role of MMP in NTM physiology and resilience.",NO,NO,NO,NO,no
218,Native palms and trees mediate drought impacts on dry neotropical pastures,2023,JOURNAL OF APPLIED ECOLOGY,agropastoral systems; biodiversity conservation; cattle; dry tropics; ecosystem services; facilitation; grass resilience; grass-tree interactions,"Dry forests are the most threatened biome across the global tropics. Despite their massive conversion into agricultural landscapes, local farmers often retain disperse trees and palms within grazing pastures. Understanding how on-farm tree cover in the dry neotropics impacts the environmental and productive functions of pastures is key for biodiversity conservation and the development of climate-resilient production systems.We studied tree composition of 23 dry cattle pastures in Yucatan, Mexico. We assessed the effects of palms, N(2-)fixing trees and non-N-2-fixing trees on microsite environmental conditions, bare soil cover and the performance of grasses and woody plants in their understory during the dry and wet seasons of 2018 and 2019.We found that 45% of the total pool of tree species of the native dry forest is conserved in the pastures of Yucatan. Palms were the most abundant overstory functional group with a relative abundance of 45%, followed by N-2-fixing trees and non-N-2-fixing trees with 33% and 22%.Palms and trees ameliorated the impact of seasonal drought on grasses but slowed down their recovery during the wet season. Palms had overall higher positive effects on grass greenness and height than N-2-fixing trees and non-N-2-fixing trees and these effects were higher during the driest season. Palms decreased bare soil less than trees. Shrubs and tree seedlings tended to increase in the understory of all functional groups as the canopies of palms and trees became denser.Synthesis and applications. Climate warming and the alteration of precipitation regimes are expected to compromise pasture and cattle productivity worldwide. Our results show that fostering the maintenance of a diversity of native palms and trees has positive effects on the functioning of cattle pastures, especially during dry periods. A larger appreciation and understanding of the facilitative effects of remnant palms and trees on pastures during seasonal droughts may help developing more climate-resilient livestock systems that maintain productivity during dry conditions while contributing also to tree biodiversity conservation.",NO,NO,NO,NO,no
972,Assessing resilience and state-transition models with historical records of cheatgrass Bromus tectorum invasion in North American sagebrush-steppe,2013,JOURNAL OF APPLIED ECOLOGY,Artemisia; community transitions; dynamic regime; ecological resilience; ecosystem management; invasive species; rangelands; resilience-based management; thresholds,"1. Resilience-based approaches are increasingly being called upon to inform ecosystem management, particularly in arid and semi-arid regions. This requires management frameworks that can assess ecosystem dynamics, both within and between alternative states, at relevant time scales. 2. We analysed long-term vegetation records from two representative sites in the North American sagebrush-steppe ecosystem, spanning nine decades, to determine if empirical patterns were consistent with resilience theory, and to determine if cheatgrass Bromus tectorum invasion led to thresholds as currently envisioned by expert-based state-and-transition models (STM). These data span the entire history of cheatgrass invasion at these sites and provide a unique opportunity to assess the impacts of biotic invasion on ecosystem resilience. 3. We used univariate and multivariate statistical tools to identify unique plant communities and document the magnitude, frequency and directionality of community transitions through time. Community transitions were characterized by 37-47% dissimilarity in species composition, they were not evenly distributed through time, their frequency was not correlated with precipitation, and they could not be readily attributed to fire or grazing. Instead, at both sites, the majority of community transitions occurred within an 8-10year period of increasing cheatgrass density, became infrequent after cheatgrass density peaked, and thereafter transition frequency declined. 4. Greater cheatgrass density, replacement of native species and indication of asymmetry in community transitions suggest that thresholds may have been exceeded in response to cheatgrass invasion at one site (more arid), but not at the other site (less arid). Asymmetry in the direction of community transitions also identified communities that were at-risk' of cheatgrass invasion, as well as potential restoration pathways for recovery of pre-invasion states. 5. Synthesis and applications. These results illustrate the complexities associated with threshold identification, and indicate that criteria describing the frequency, magnitude, directionality and temporal scale of community transitions may provide greater insight into resilience theory and its application for ecosystem management. These criteria are likely to vary across biogeographic regions that are susceptible to cheatgrass invasion, and necessitate more in-depth assessments of thresholds and alternative states, than currently available.",NO,YES,NO,NO,yes
234,Species-specific acclimatization capacity of key traits explains global vertical distribution of seagrass species,2023,GLOBAL ECOLOGY AND BIOGEOGRAPHY,acclimatization; depth; light; seagrasses; species traits; vertical distribution,"AimThe global vertical depth distribution of seagrass species remains poorly understood. Locally, the abundance and distribution of seagrasses is determined by light penetration, but at global levels each seagrass species has very distinct maximum distributional depth ranges, indicating that plant-associated traits must also influence their specific depth ranges. Seagrass-specific attributes, such as plant size or architecture, growth or reproductive strategy and their physiological and/or morphological acclimatization potential, have been suggested to be responsible for this variety of vertical distributions. We investigate here whether these species-specific traits drive differences in the global maximum vertical distribution of seagrasses. LocationGlobal. Time periodPublications between 1982 and 2020. Major taxa studiedSeagrasses (order Alismatales). MethodsWe tested whether the species-specific maximum vertical distribution of seagrasses can be predicted by (1) their rhizome diameter (a proxy for plant size); (2) their functional resilience (growth/reproductive strategy); or (3) their acclimatization capacity. For the last aspect, we used a systematic review followed by meta-analytical approaches to select key seagrass traits that could potentially acclimatize to extreme light ranges across different seagrasses. ResultsWe found that vertical distribution is best explained by the species-specific acclimatization capacity of various seagrass traits, including saturation irradiance (physiological trait), leaves per shoot (morphological trait) and above-ground biomass (structural trait). In contrast, our results indicate no predictive power of seagrass size or growth/reproductive strategy on the vertical distribution of seagrasses. Main conclusionsAcross the globe, the ability of seagrass species to thrive at a wide range of depths is strongly linked to the species-specific acclimatization capacity of key traits at different organizational levels.",YES,NO,NO,NO,no
1456,Forest demographic changes across Texas associated with hot drought,2025,ECOLOGICAL INDICATORS,Disturbance; Drought; Demographic shifts; Signalling pathway; Resilience; Forests,"Recent changes of tree species demography in Texas likely can be attributed to climatic disturbances, particularly hot drought (i.e., drought exacerbated by extreme heat). In this study, we examined demographic change over East, Central and West Texas over a 16-year period (2004-2019), including a widely documented 2011 hot drought event. We used Forest Inventory and Analysis (FIA) data to evaluate changes in tree count for the nine most abundant tree genera in Texas. Furthermore, we examined the associations between tree demography and the distribution of climate variables including the 12-month Standardized Precipitation Evapotranspiration Index (SPEI12), potential evapotranspiration (PET), precipitation, vapour pressure deficit (VPD), maximum temperature and the Heat Wave Magnitude Index daily (HWMId). Using Pearson Correlation Coefficient, we examined the influence of hot drought on forest demography by examining four size classes (seedlings, saplings, small trees and large trees). We found that there were declining trends for most genera between 2004 and 2019, particularly in the seedling and sapling size classes. In East Texas, there were significant decreasing trends of Quercus spp. seedling counts and sapling counts. We also observed significantly declining seedling and sapling counts of Liquidambar and the sapling count of Ulmus. Decreasing counts were most prominent in Central Texas and West Texas, though the patterns and trends were variable among genera. In West Texas, there were declines through time in all but the largest size class for Juniperus and Prosopis. Furthermore, we found that hot drought was correlated with declines in seedling and sapling counts. We demonstrate opportunities for monitoring demographic change, which can be a baseline for improved ecosystem management.",NO,YES,NO,NO,yes
