paper_id,Measurement,Framework,Quantification,Target variable type,Level,Approach,Institution country,Field country,Location,Location range,Habitat type,Taxon,Disturbance type,Disturbance pattern,Observation duration,Justification
877,Inferred,ecosystem health = vigor + organization + resilience + maintenance,Inferred,Socio-eco parameter; Abiotic parameter,Ecosystem,Field observation; Modeling and simulation,CN,CN,"N37.9445, E120.6778",0,Marine.Neritic,NA,NA,NA,NA,The paper proposes an ecosystem health assessment framework incorporating 4 components namely vigor organization resilience and maintenance and quantifies health as H = (V × O × R × M)1/4. Resilience is not measured from recovery dynamics but is defined as potential resilience inferred from human pressure because the component of resilience was measured by the intensity of dominating pressures induced by human beings and further corrected by the current speed and the more intensive the pressure suffered by the ecosystem is the weaker the potential resilience is. The resilience indicator is computed as R = [r × (1 − P)]1/2 where P is a pressure indicator derived from stressors of inland socioeconomic activities coastline exploitation and marine traffic and r is current speed as a correction factor. These inputs are proxy indicators rather than observed post disturbance recovery trajectories so the measurement type is inferred. The target variables used to quantify resilience are the pressure stressors including resident population and economic income and the correction factor current speed which correspond to socio eco parameter and abiotic parameter. The study uses field sampling for other components and uses simulated current speed and scenario calculations so the approach includes field observation and modeling and simulation. The first author affiliations are in Qingdao Shandong Province China so the institution country is CN. The study area is the southern waters of Miaodao Archipelago in the Bohai Strait China and stations are within 120.7667–120.5889 E and 38.0–37.8889 N so the field country is CN and the average coordinate is N37.9445 E120.6778 with a range under two degrees so location range is 0. The system is nearshore marine waters so the habitat type is Marine.Neritic. Because resilience is inferred from pressures rather than observed disturbance response the disturbance fields are NA and observation duration is NA.
1486,Observed,resilience = recovery rate,Recovery degree,Growth,Ecosystem,Field observation,CN,Global,Global,NA,Forest,Plantae,Unmanipulated_Climatic,Pulse,25550,The study uses tree ring width chronologies as annual growth observations and states that Gd represents mean growth levels during drought year(s) and Gpre and Gpost are mean growth levels 3 years before and after drought year(s). It defines resilience as Rs which compares post drought and pre drought growth and evaluates the capability of recovering from the disturbance and gives Rs = Gpost/Gpre. It also states that drought responses can be evaluated by drought sensitivity resistance Rt and the post drought recovery rate resilience Rs. The disturbance is extreme drought years identified by the lowest 10th SPEI percentile for 1950 to 2020 and droughts are classified into single year and multi year types. Drought events are treated as discrete years or multi year periods with a defined post drought interval which matches a pulse disturbance pattern. The target variable used in the resilience indices is ring width indices which are annual forest growth. The chronologies represent site level means quantifying annual forest growth which supports an ecosystem level response variable. The approach is field observation because the analysis uses observational tree ring databases ITRDB GenTree and tropical data rather than an experiment. The location and field country are global because the paper states Location Global and uses global databases. The first author affiliation is Peking University Beijing China which corresponds to CN. The observation window is 1950 to 2020 which is 70 years or 25550 days using 365 days per year. The habitat is forest because the study assesses drought impacts on the growth of global forests and refers to forested biomes.
1487,Observed,resilience = recovery quickly after disturbance + return to its original state,Recovery rate,Biomass,Ecosystem,Field observation,NL,['NA'],NA,NA,Forest,Plantae,['Unmanipulated_Landuse and infrastructure development'],Pulse,36500,The paper states that it analyses aboveground biomass recovery during secondary succession in 45 forest sites and about 1500 forest plots. It defines biomass resilience as the ability to recover quickly after disturbance which is the absolute recovery and return to its original pre deforestation state which is the relative recovery. In Methods biomass resilience was quantified in two ways with absolute recovery rate using site specific models to predict AGB at 20 years and relative recovery as AGB expressed as a percentage of the median AGB of old growth forest plots in the area. Because resilience is quantified from AGB trajectories over stand age since abandonment using chronosequence plot data it is based on direct observations of the system state variable AGB. The quantification selected is recovery rate because the Methods explicitly call the absolute metric the absolute recovery rate and operationalize it as predicted AGB at 20 years. The target variable used for resilience quantification is aboveground biomass AGB. AGB is summed across all trees to obtain live plot AGB and used to quantify recovery which is an ecosystem level stock. The approach is field observation because the study compiled chronosequence studies with plots where all stems were measured and identified and biomass estimated. The first author affiliation is Wageningen University in The Netherlands. The disturbance is forest cover removal for agricultural use because the study focuses on secondary forests that regrow after nearly complete removal of forest cover for agricultural use and models time since abandonment when crop production and cattle ranching ceased. The disturbance pattern is pulse because the disturbance is treated as a past event with a time since abandonment and recovery is evaluated over subsequent years. Observation duration is 36500 days because the chronosequence includes secondary forest plots up to 100 years old and the text states plots of 100 years old are also second growth.
1269,Observed,resistance + resilience,Recovery rate,Abundance; Ecosystem function,Ecosystem,Field experiment; Field observation,CH,CH,"N46.6106, E10.1728",0,Forest,Animalia; Plantae,Manipulated_Hydrological,Pulse,70,The study monitored macroinvertebrates and periphyton biomass before and sequentially after each of 22 experimental floods over 10 years which is direct observation of system response. The Introduction defines resistance as the relative lack of loss in a specified parameter to floods and resilience as the positive slope in a specified parameter vs time following a flood. The Methods state resilience was assessed by calculating the recovery slope in periphyton biomass and macroinvertebrate density following each flood and that the steeper the slope the faster the recovery and the higher the resilience. Recovery slope is a rate based measure so quantification is recovery rate. The target variables used for resilience are macroinvertebrate density and periphyton biomass as AFDM. Periphyton biomass is measured as ash free dry mass and is treated as periphyton biomass in the resilience calculation. The work is a field based experimental flood program with 22 separate floods released between 2000 and the end of 2010 and long term monitoring at a 200 m reach. The site is the Spol River downstream of Livigno reservoir on the Swiss Italian border with coordinates given as 10 81 10 22 E and 46 83 60 38 N. The first author affiliation is Eawag in Duebendorf Switzerland. The upland vegetation is dominated by coniferous forest and the study reach is within the Swiss National Park. The disturbance is the experimental floods released from the dam and these are discrete events lasting between 6 and 8 hours except the June 2009 flood so the pattern is pulse. The Methods state recovery slopes used data covering a maximum of 70 post flood days so observation duration is 70 days.
1687,Inferred,resistance + resilience,Inferred,Demography parameter,Ecosystem,Modeling and simulation,US,US,"N35.2, W111.7",0,Forest,Plantae,NA,NA,NA,The introduction defines an adaptation goal as approaches that promote forest resistance and resilience with resistance described as minimizing negative impacts during the drought and resilience described as maximizing recovery rates following drought. The methods quantify outcomes as stand level basal area increment and proportional growth and as tree drought stress represented by the proportion of years with extremely low growth rates. The analysis uses a predictive relationship for growth and uses SOILWAT2 and climate model scenarios and thinning scenarios to estimate future growth and low growth years rather than measuring post drought recovery dynamics from an observed time series of the focal system. Because resilience is not directly measured as recovery after a defined drought event but is evaluated through modeled vulnerability indicators such as proportional growth and percent of years with extremely low growth it is inferred. The approach is modeling and simulation because growth is estimated from Eq 1 and soil moisture is simulated with SOILWAT2 under GCM RCP scenarios. The first author affiliation is U.S. Geological Survey in Flagstaff Arizona indicating institution country US. The study area is the 4FRI landscape on the Coconino and Kaibab National Forests in Northern Arizona USA indicating field country US. No coordinates are provided so the location is approximated from Northern Arizona near Flagstaff. The habitat is ponderosa pine forest types so Forest. The focal organism is ponderosa pine Pinus ponderosa so Plantae. Disturbance fields are NA because measurement is inferred.
461,Observed,resilience = capacity to absorb perturbation while retaining function + structure + identity,Recovery degree,Composition,Community,Modeling and simulation,US,US,NA,NA,Forest,Plantae,Model_Fire,Pulse,36500,The study defines resilience as the capacity of a system to absorb perturbation while retaining function structure and thus identity. The study quantifies resilience by simulating stands and reporting the percentage of stands that remained deciduous forest or transitioned to mixed forest black spruce forest or nonforest 50 years after simulated stand replacing fire. Vegetation type outcomes are classified using importance values based on relative proportions of species density and basal area and a nonforest threshold of fewer than 50 stems per ha. The disturbance is a prescribed stand replacing fire implemented by prescribing 100% mortality to prefire trees saplings and seedlings. The disturbance is treated as a discrete event after which recovery and state are evaluated which matches a pulse disturbance. The approach is a simulation experiment using the individual based forest process model iLand. The target variable used to quantify resilience is stand dominance and vegetation type which is community composition. The study area and field data used to initialize and benchmark the model are from interior Alaska USA including stands that burned in 2004 and were sampled in 2017. The first author affiliation is Columbia University in the United States. The simulations run for tens to hundreds of years and stands are evaluated 50 years after the second fire with fire return intervals up to 250 years after the initial 2004 fire implying a maximum span of about 100 years from 2015 initialization to 50 years post second fire.
108,Observed,resilience = gap closure + gap formation,Recovery rate,Ecosystem function,Ecosystem,Field observation,DE,DE,"N47.60, E13.00",0,Forest,Plantae,Unmanipulated_Biotic; Unmanipulated_Geophysical,Press,4380,The study quantified canopy gap formation and closure using three repeat airborne lidar acquisitions in 2009 2017 and 2021 and analysed canopy height changes at 1 m resolution which is direct observation of system dynamics. Resilience was defined as having higher rates of gap closure than gap formation at the landscape scale. The core resilience comparison contrasted annual closure rates versus annual formation rates and reported closure rate 0.74 ha 100 ha−1 year−1 and formation rate 0.58 ha 100 ha−1 year−1. This operationalization treats resilience as recovery dynamics in canopy structure and thus matches recovery rate. The target variable used to quantify closure and formation was canopy height model derived gap area defined by vegetation less than 5 m in height and its change through time which is an ecosystem level structural and functional canopy property. The approach was field observation via remote sensing because the lidar acquisitions were collected over Berchtesgaden National Park. The first author affiliation is Technische Universität München in Germany. The study area is Berchtesgaden National Park Germany at the border to Austria and the data were collected there. The paper provides an elevation range and a mapped study area but no explicit coordinates so the location is approximated to the park area. Major natural disturbance agents stated for the area were bark beetles and wind throw besides smaller areas affected by avalanches and the gap dynamics were analysed as ongoing natural disturbance and recovery over the full 12 year window which corresponds to a press framing. The observation duration spans from 2009 to 2021 which the paper states as 12 years.
1550,Observed,resistance + resilience,Resistance,"['Cover', 'Composition']",Community,Field observation,ES,Global,Global,NA,Forest,Plantae,Unmanipulated_Climatic,Pulse,13505,The study compiles field based pre and post drought community data from 131 forest and woodland sites and quantifies replacement patterns after tree mortality concomitant with drought. Replacement patterns are quantified using a community resemblance index described as a joint compositional and structural community resemblance index based on relative cover and identity of trees shrubs and saplings. The index is defined so that CRI equals 0 reflects no change and CRI equals 1 corresponds to maximum possible change and it is used to quantify forest and woodland resistance or potential vegetation type conversion. The text states drought represents a likely driving factor of species turnover and structural change with strong influences on ecosystem resistance and thus short term resilience. Because resilience is discussed alongside resistance without an explicit equation the framework is coded as resistance + resilience. Quantification is resistance because the main metric CRI is explicitly used to quantify resistance. Target variables used in CRI are relative cover and species identity which correspond to cover and composition. The level is community because the index is based on community composition and structure across multiple woody species. The approach is field observation because contributing authors performed field based studies and postmortality surveys. The first author affiliation is CREAF in Spain. The field data are across the world and the figure caption states multiple biomes across the world and the map shows global sites so field country and location are global. The disturbance is drought linked mortality which is a climatic disturbance and it is not experimentally manipulated. The disturbance is treated as an event with postmortality surveys conducted 1 to 23 years after mortality so it is a pulse. Observation duration is taken from the stated range 1 to 37 years from the initial year of tree mortality to surveys which equals 13505 days.
934,Observed,stability = resilience; tolerance; resistance,Recovery degree,Cover; Ecosystem function,Community,Field experiment,FI,ZA,"S33.4825, E27.1514",0,Coastal,Plantae,Manipulated_Fire; Manipulated_Structural,Pulse,730,The introduction defines spatial stability as requiring a disturbance and the subsequent restoration of the original spatial configuration and states that the degree of similarity between pre and post disturbance configurations indicates spatial resilience. The methods describe two applied disturbances consisting of burning the substratum with a propane butane torch and scraping the substratum using a steel brush. The experiment was repeated in two consecutive years 2004 and 2005 with each trial lasting 1 year and the disturbance was applied at the beginning and after 1 year to re standardize plots. Resilience was quantified using the intensity criterion described as the return to pre disturbance intensity of grazing effects and assessed by checking consistency of grazing effects between years and by log response ratios based on algal cover or chlorophyll a in grazed versus grazer exclusion plots. The target variables used in the resilience criteria are algal cover from photographs and chlorophyll a concentration from rock chips. These variables represent community level algal assemblage responses because analyses were done at species level and functional group level and trophic level for the algal assemblage. The approach is a field experiment because the study used fenced grazer exclusion plots and open controls on a rocky shore platform. The field site is Old Woman’s River on the south coast of South Africa with coordinates given as 33 28 57 S and 27 9 05 E. The first author affiliation lists Abo Akademi University and Novia University of Applied Sciences in Finland. The discussion states stability is defined by the combination of resilience tolerance and resistance of species in a community.
1003,Observed,none,Recovery time,"['Demography parameter', 'Growth', 'Physiological indicator']",Individual,Field experiment,MX,['MX'],"N16.2935, W90.9333",0,Forest,Plantae,"['Manipulated_Structural', 'Unmanipulated_Climatic']",Press,2190,The study imposed experimental chronic defoliation regimes and then monitored recovery after cessation because it states palms were subjected to five defoliation levels every 6 months over 3 years and surviving palms were monitored for 3 years after the cessation of the defoliation treatment. Resilience is treated as recovery because the introduction defines resilience as extent and speed of recovery and the methods state the speed of recovery was quantified by determining the number of years it took for full recovery with outcomes 1 2 and 3 years after defoliation stopped. Full recovery is defined as when the mean value for the defoliated treatment was not significantly different from that of the controls. The target variables used for this recovery quantification are the functional and demographic traits listed in the methods including leaf persistence leaf production rate leaf length total leaf area mortality growth and reproduction. The work is a field experiment at the Chajul Biological Field Station within the Montes Azules Biosphere Reserve in Chiapas Mexico with coordinates given as 16 17 06 N and 90 56 W. The habitat is lowland evergreen tropical forest. The first author affiliation includes Universidad Nacional Autonoma de Mexico in Morelia Mexico. A severe drought in 2000 is described as occurring in the first year after defoliation ceased and it decreased survival growth and reproduction and the ability of plants to recover from defoliation.
738,Observed,resistance + resilience,Recovery degree,Ecosystem function,Ecosystem,Field experiment,DE,AT,"N47.125, E11.297",0,Grassland,Plantae,Manipulated_Climatic,Pulse,56,The introduction defines resilience as the ability to return to initial ecosystem functioning after a perturbation and states that resilience can be measured only after the stress is released either as time till fully recovered or at a given time point quantifying the remaining stress response. The methods describe an experimental summer drought with rain out shelters and manual watering of controls and then rewetting with 50 mm of water after 5.5 weeks. The study explicitly labels peak drought as resistance labelling and the recovery phase shortly after rewetting as resilience labelling. Resilience is quantified from observed recovery after rewetting because the results state that in both grassland types the C allocation largely recovered after rewetting and that at the resilience labelling the majority of parameters completely recovered and total 13C uptake was already exceeding the control values. This corresponds to recovery degree because recovery is assessed by comparison to control values at a given recovery time point rather than estimating a recovery rate or time to recovery. The core resilience variable used repeatedly is total 13C uptake and related carbon allocation and transfer variables derived from 13C pulse labelling which are ecosystem carbon dynamics. The work is a field experiment because intact vegetation soil monoliths were taken from two sites embedded at the meadow site and subjected to drought manipulation and rewetting in a common garden experiment. The first author affiliation is Max Planck Institute for Biogeochemistry Jena Germany. The field site is near Neustift in the Stubai valley in the Austrian Central Alps with coordinates given for abandoned grassland and hay meadow and the average of these coordinates is reported. The habitat is mountain grassland and the quantified resilience concerns plant carbon allocation and uptake. The disturbance is manipulated drought and rewetting which is a climatic disturbance treated as a discrete event with a defined end when drought simulation was stopped and rewetting began. The observation window for drought and recovery spans from experiment start on 21 May 2014 to recovery labelling start on 16 July 2014.
1170,Observed,stability = resistance + resilience,Recovery rate,Ecosystem function,Ecosystem,Field observation,US,US,"N33.7, W111.6",0,Desert,NA,Unmanipulated_Hydrological,Pulse,89,The study defines system stability as a synthesis of resistant and resilient properties with the explicit statement that system stability is a synthesis of resistant and resilient properties. The study tests resilience by monitoring postflood trajectories and states that postflood trajectories of chlorophyll a indicated that algae at upwelling zones recovered from disturbance significantly faster than those at downwelling zones. The Methods section states that resilience of upwelling and downwelling subreaches was investigated by monitoring postflood recovery of periphyton and benthic organic matter following a flood on 15 September 1990. Recovery rates were analyzed by statistically comparing slopes of chlorophyll vs days postflood and regression analysis was used to calculate accumulation rates. Chlorophyll a is measured as periphyton standing crop and is used as the core variable for recovery and resilience. The disturbance is a flash flood with magnitude given and it is treated as a discrete event followed by an 89 d recovery sequence with sampling on days 4 13 34 59 and 89 postflood. The study site is Sycamore Creek Arizona USA located 32 km northeast of Phoenix and the field work is in sand bottomed reaches of a desert stream. The first author affiliation is Arizona State University Tempe Arizona USA. No taxonomic kingdom is specified for the primary producers beyond benthic algae and periphyton so taxon cannot be assigned from the provided options.
1168,Observed,resilience = recovery rate,Recovery rate,Ecosystem function,Ecosystem,Modeling and simulation,US,US,NA,NA,Wetland,NA,Model_Chemical,Pulse,112,The introduction defines resilience as the rate of recovery to the predisturbance state and the abstract states they tested indicators against postperturbation measurements of recovery rate. The methods state they used a simulation model and then measured recovery rates from simulated pulses of available phosphorus. The perturbation is described as a single pulse of nutrients into the epilimnetic available phosphorus compartment on day 50. Recovery was quantified using displacement between reference and perturbed simulations summed over trophic levels and integrated to calculate return times which estimate the mean time for displacement to decay. Because resilience is quantified from the system response after an imposed disturbance in the model this is observed measurement under the provided definition. The target variable for resilience quantification is the whole system displacement based on nutrient stored in trophic levels and phosphorus concentration which is a system level functional state variable. The model is calibrated using data from Peter and Paul lakes near Land O'Lakes Wisconsin and the first author affiliation is University of Wisconsin Madison. The habitat is a north temperate lake which fits the wetland category. The disturbance is a modeled nutrient pulse which is a chemical change in phosphorus availability and it is treated as a pulse. Simulations were run for 16 weeks and the perturbation occurs on day 50 with measurements through the end of the simulation so the observation window spans 112 days.
1438,Observed,population performance = population growth rate + demographic resilience,Other,Demography parameter,Population,Modeling and simulation,GB,Global,Global,NA,Marine.Neritic,Animalia,['Model_Resource'],Press,365,The study states that it uses Dynamic Energy Budget Integral Projection Models and that it models survival growth and reproduction under different feeding levels. It defines objective 4 as testing whether life history axes predict population growth rate and speed of recovery from perturbations described as demographic resilience. It quantifies demographic resilience as the damping ratio xi with xi = lambda divided by the absolute value of lambda2 and it calls this resilience to perturbations. Damping ratio is not a recovery degree recovery rate recovery time resistance latitude or invariability metric in the provided options so quantification is Other. The target variable used to quantify resilience is the damping ratio derived from the population projection matrix A and its eigenvalues which is a demographic parameter at the population level. The disturbance is implemented in the model as different feeding levels E(Y) representing low and high food availability and feeding level is treated as an environmental condition maintained in the model rather than a discrete event so the pattern is Press. The first author affiliation is Newcastle University in the UK so the institution country is GB. Habitat and temperature at depth are derived from global ocean temperature layers and IUCN polygons and the study does not restrict the resilience quantification to a single country so field country and location are Global. The subjects are elasmobranchs sharks skates and rays which are Animalia. The DEB IPM is annual with survival from year t to year t plus 1 and the life history traits include generation time in years so the modeled observation step is one year which is 365 days.
1125,Observed,resilience + resistance,Recovery time,Composition,Community,Field observation,GB,GB,NA,NA,Grassland,Plantae,Unmanipulated_Structural,Pulse,18250,The introduction states that they use resilience to refer to the time period required for a vegetation to return to its pre-disturbance state and resistance to describe the ability of a system to resist change when subjected to disturbance or stress which presents resilience and resistance in parallel. The methods use historical aerial photographs to identify old tracked vehicle disturbance sites and compare time since disturbance across a chronosequence which uses observed system states rather than proxies. Resilience is quantified as time since disturbance to approach the undisturbed reference condition with results stating mesotrophic grasslands typically took between 30 and 40 years to re-establish whereas calcareous grasslands took at least 50 years and that resilience periods incorporating both the sward and seed bank exceeded 50 years. The core quantification uses vegetation species composition similarity between disturbed and adjacent undisturbed reference sites based on Sørensen’s similarity index and regeneration index combining surface vegetation and seed bank composition. These are community composition measures so the target variable type is composition and the level is community. The approach is field observation because vegetation soils and seed bank data were collected from each old disturbance site and the disturbance history was reconstructed from aerial photographs rather than imposed experimentally. The first author affiliation is Centre for Ecology and Hydrology Monks Wood UK so the institution country is GB. The field site is Salisbury Plain Training Area in southern England so the field country is GB. The disturbance is tracked vehicle disturbance identified from photographs and treated as discrete past events so it is unmanipulated structural disturbance with a pulse pattern. The chronosequence spans disturbance dates within a 50-year time period and figures and tables refer to recovery over up to 50 years so the observation duration is 50 years which is 18250 days. No coordinates are provided in the text so location and location range are NA.
932,Observed,resilience = inverse of recovery time,Recovery time,Abundance,Community,Field observation,GB,GB,"N54.25, W4.50",0,Marine.Neritic,Animalia,Unmanipulated_Biological resource use,Pulse,397,The introduction states that resilience can be measured as the inverse of the recovery time following a defined impact. The methods estimate the date of the last fishing event using VMS data and link time since the last fishing event to the abundance of epifaunal benthic invertebrates to infer recovery trajectories. Recovery is modelled with a logistic equation fitted to abundance and time since last fishing event and recovery time tR is defined as the time when 90% of carrying capacity K is reached. The biological data are seabed photographs from August 2008 used to quantify abundance of epifaunal communities and functional groups. The disturbance is bottom fishing by scallop dredgers and otter trawlers and the discussion describes disturbance as applied in acute pulses where a ground is intensively fished for a few days before the fleet moves on. The study area is the territorial waters of the Isle of Man United Kingdom within the 12 nautical miles limit. The first author affiliation is Bangor University in the UK. The observation window for disturbance history is July 2007 to August 2008 and sampling occurred in August 2008 so the duration is 397 days. The habitat is seabed mixed coarse and hard substrata in territorial sea which is a shallow nearshore marine environment. The quantified organisms are benthic epifaunal invertebrates which are animals.
793,Observed,resilience + recovery,Recovery rate,Cover,Population,Modeling and simulation; Field observation,AU,AU,"S18.2871, E147.6992",0,Marine.Neritic,Animalia,"['Unmanipulated_Climatic', 'Unmanipulated_Biotic', 'Unmanipulated_Biotic', 'Unmanipulated_Fire']",Pulse,5840,The study analysed Australian Institute of Marine Science Long-term Monitoring Programme estimates of Acropora coral cover as a percentage of transect area sampled between 1995 and 2011. Disturbances were identified between consecutive surveys by matching decreases in coral cover with signatures of bleaching CoTS outbreaks disease and storms and a disturbance was recorded when coral cover change between surveys exceeded 5%. The paper states it ranks disturbances in reducing the ability of coral populations to recover following disturbance and discusses resilience alongside recovery without defining a higher level variable. Resilience is therefore quantified from observed coral cover trajectories and their recovery following disturbance which aligns with recovery rate rather than a static proxy. The modelling uses a semi parametric Bayesian hierarchical model to estimate coral cover trajectories and cumulative disturbance effects and uses machine learning to rank disturbance importance which is modeling and simulation applied to field observation data. The location is the Great Barrier Reef Australia and the first author affiliation is Queensland University of Technology in Australia. The habitat is shallow nearshore coral reef environment consistent with Marine Neritic. The major taxa studied are Acropora species which are animals. Disturbances are unmanipulated and include bleaching as climatic CoTS predation as biotic disease as biotic and storms as fire as written. Disturbances are treated as occurring between surveys as discrete events so the pattern is pulse. The time period is 1995 to 2011 which is 16 years giving 5840 days using 365 days per year.
1506,Observed,none,Recovery time,"['Cover', 'Density', 'Growth', 'Biomass']",Community,Field observation,US,['US'],NA,NA,Coastal,Plantae,['Unmanipulated_Chemical'],Pulse,2555,The study used ground based field data comparing oiled and reference sites and explicitly tracked effects over time to estimate recovery time frames using annual mean ln response ratios plotted by year over 2010 to 2017. The Methods state they examined impacts and recovery with effect size response ratios and defined recovery when terminal years of ln response ratios were zero approaching zero or oscillating around zero. The Introduction states they tracked the degree of effects temporally to estimate recovery time frames. Resilience was not defined as part of an explicit equation framework and is discussed in relation to recovery and stability without a formal component definition. Quantification aligns with recovery time because results report recovery time frames such as three years or longer and five to six years post spill and incomplete recovery through at least seven years. Target variables used in the resilience quantification were plant percent cover stem density vegetation height and aboveground and belowground biomass. These variables were measured for the total plant community and for Spartina alterniflora and Juncus roemerianus indicating a community level focus. The Methods specify only ground based field studies and excluded laboratory mesocosm and remotely sensed data indicating field observation. The first author affiliation is Research Planning Inc in Tallahassee Florida USA. Study sites were distributed across Louisiana Mississippi and Alabama in the northern Gulf of Mexico which are in the USA. The disturbance is the Deepwater Horizon oil spill and oiling of marshes which is a chemical disturbance and it was not experimentally imposed in this synthesis. The spill is treated as a discrete event beginning April 2010 with post spill monitoring which matches a pulse disturbance. The observation window spans 2010 to 2017 which is seven years corresponding to 2555 days.
551,Observed,stability = resistance + recovery + resilience,Recovery degree,Biomass,Ecosystem,Field experiment,BR,Global,Global,NA,Grassland,Plantae,NA,NA,NA,The paper states that stability metrics describe three distinct properties resistance recovery and resilience and it explicitly frames them as stability properties. It defines resilience as the ability of the system to persist in its initial state after a perturbation has ceased and says it can be obtained by comparing biomass in control and drought plots during the post drought period. In Methods it quantifies resilience using Hedges g as the difference of above ground biomass between drought and control plots during the post drought period. The target variable used for resilience quantification is above ground biomass. The drought is imposed by rainfall manipulation experiments using rain out shelters which are field experiments and the study excludes artificial conditions such as greenhouses. The abstract states Location Global and the map shows global site locations. The first author affiliation is Universidade do Estado do Rio de Janeiro Brazil. Because the study is a global meta analysis and does not provide a single coordinate for the resilience data the location is Global. Disturbance type pattern and observation duration are not coded because the instructions require NA when field country is Global for location range and the disturbance fields are not directly specified for the resilience quantification as a single disturbance event in one place.
1258,Observed,resistance + resilience,Recovery rate,Biomass,Ecosystem,Field experiment,CH,CH,NA,NA,Grassland,Plantae,Manipulated_Climatic,Pulse,822,The study reports a field experiment with factorially crossed perturbation and diversity manipulations and it simulated drought perturbation on constructed grassland ecosystems. Resilience is treated alongside resistance as recovery from perturbation and the text states ecosystems may resist change or exhibit resilience by returning to their original state after perturbation. Resilience was evaluated 9 and 12 months after the drought perturbation by calculating post to pre drought biomass production ratios and Table 1 defines early resilience and late resilience as natural logarithm of production ratios of post drought divided by pre drought. This uses observed above ground biomass production measured at harvests and therefore the measurement is observed. The quantification corresponds to recovery rate because resilience is calculated from post to pre ratios over defined time intervals and the text states the recovery from perturbation was fast and that initial resilience response was faster for low than for high diversity. The target variable used for resilience is above ground biomass production. The disturbance is manipulated drought treatment using roofs for 8 weeks which is a climatic disturbance imposed experimentally. The disturbance is a pulse because roofs remained in place for 8 weeks from 20 July to 18 September 1998 with a clear start and stop. Observation duration spans from the pre drought harvest 20 June 1997 to the last harvest 17 September 1999. The first author affiliation is Universitaet Zuerich in Switzerland and the experiment was carried out at the Swiss site of the BIODEPTH project. The habitat is experimental grassland communities and the organisms are plant species.
634,Observed,stability = resistance + resilience,Recovery rate,Ecosystem function,Ecosystem,Field observation,CN,CN,"N38.0, E113.5",0,Multi,Plantae,Unmanipulated_Climatic,Press,3650,The study defines ecosystem stability as the combination of resistance and resilience with the explicit equation stability = resistance + resilience. It uses monthly MODIS EVI time series from 2005 to 2014 and climate anomaly time series and fits an AR1 model where Vt is the standardized EVI anomaly and Vt-1 is the one month lagged EVI anomaly. Resilience is quantified as 1 − δ where δ is the coefficient on Vt-1 and the text states that a larger δ means the ecosystem recovers more slowly and resilience refers to the speed to return to its original equilibrium state. Because resilience is derived from temporal autocorrelation and interpreted as recovery speed it matches recovery rate. The target variable used for resilience quantification is EVI described as a proxy of aboveground biomass and vegetation greenness and used to evaluate vegetation stability at large spatial scales which is treated here as an ecosystem function proxy. The approach is field observation because the data are satellite observations and not an imposed experiment. The disturbance is unmanipulated climatic because the analysis is of short term climate anomalies in temperature water availability and cloudiness as a substitute for radiation. The disturbance is treated as press because the study analyzes continuous climate variability across the full 2005 to 2014 period rather than discrete events with a defined recovery window. The study area is the Taihang Mountains in north China and the first author affiliation is in Beijing China. The map axes show the region spans about 35 to 41 N and 109 to 118 E so the average coordinate is approximately N38.0 E113.5 and the range is coded as 0 because the paper does not provide exact site coordinates beyond the regional map. Vegetation types include forests shrubs steppes meadows and crops so the habitat source is multi. The resilience concerns vegetation so the taxon is Plantae. The observation duration is 2005 to 2014 which is 10 years or 3650 days.
374,Observed,none,Recovery time,Growth,Individual,Field experiment,ZA,ZA,"S24.5000, E31.1000",0,Savanna,Plantae,Manipulated_Biotic,Pulse,912,"The study states that it assesses resilience of seedlings to topkill and seedlings were clipped at 1 cm at about 2, 3, 4 and 5 months old in a common garden experiment. It monitored survival and growth and key plant traits for the following 2.5 years and measured regrowth and recovery after clipping. The methods define time to recovery as the first date after clipping when the difference between the treatment and control was not significant and this is a recovery time metric. Recovery was evaluated using total stem length as the best indicator of above ground biomass and recovery was assessed over time after the browse event. Resilience is not defined as part of an explicit equation framework and is discussed as resilience to topkill and recovery. The target variable used for resilience quantification is regrowth and recovery of above ground biomass operationalized as stem length which is a growth measure. The work is a field experiment at the Wits Rural Facility with vegetation cleared and seedlings planted and clipped. The first author affiliation is University of the Witwatersrand Johannesburg South Africa. The field site is in Limpopo Province South Africa with coordinates given as about 31 degrees 06 E and 24 degrees 30 S. The disturbance is simulated herbivory by clipping which represents browsing and is a manipulated biotic disturbance. The clipping is a once off event per treatment and recovery is tracked afterward which matches a pulse disturbance. The observation window for resilience spans from planting on 14 October 2016 through monitoring for 2.5 years which is about 912 days."
